cai_type,cai_subtype,name,address,city,state,zip,island,county,latitude,longitude
Public Safety,Police Station,Pepeekeo Mini Police Station,28-2923 Kumula Street,Pepeekeo,HI,96783,Hawaii,Hawaii,19.83518525,-155.1048614
Public Safety,Police Station,Honokaa Station Mini Police Station,45-3400 Mamane Street,Honokaa,HI,96727,Hawaii,Hawaii,20.0789081,-155.467806
Public Safety,Police Station,Kailua Village Mini Police Station,75-5704 Likana Lane,Kailua-Kona,HI,96740,Hawaii,Hawaii,19.63979031,-155.9944276
Public Safety,Police Station,Keauhou Mini Police Station,78-6831 Kamehameha III Road,Kailua-Kona,HI,96740,Hawaii,Hawaii,19.57109794,-155.9619874
Public Safety,Police Station,Waiakea Uka Mini Police Station,1200 Ainaloa Drive,Hilo,HI,96720,Hawaii,Hawaii,19.66578877,-155.1065152
Public Safety,Police Station,Holomua Mini Police Station,135 Holomua Street,Hilo,HI,96720,Hawaii,Hawaii,19.7019791,-155.0658062
Public Safety,Police Station,Waikoloa Mini Police Station,68-1771 Pua Melia Street,Waikoloa Village,HI,96738,Hawaii,Hawaii,19.92495649,-155.7938441
Public Safety,Police Station,Maui Police Department,55 Mahalani St,Wailuku,HI,96793,Maui,Maui,20.88816304,-156.4881156
Public Safety,Police Station,MOLOKAI POLICE,110 Ainoa St,Kaunakakai,HI,96748,Molokai,Maui,21.09064267,-157.0181146
Public Safety,Police Station,LANAI POLICE,855 Fraser Ave,Lanai City,HI,96763,Lanai,Maui,20.82344429,-156.9210018
Public Safety,Police Station,LAHAINA POLICE,1850 Honoapiilani Hwy,Lahaina,HI,96761,Maui,Maui,20.90465821,-156.6844577
Public Safety,Police Station,KIHEI POLICE PIILANI HWY,2201 Piilani Hwy,Kihei,HI,96753,Maui,Maui,20.72705323,-156.4407286
Public Safety,Police Station,HANA POLICE,35 Hana Hwy,Hana,HI,96713,Maui,Maui,20.76302653,-155.993536
Public Safety,Police Station,Kahuku Substation,56-470 Kamehameha Hwy,Kahuku,HI,96731,Oahu,Honolulu,21.67471551,-157.9461727
Public Safety,Police Station,Wahiawa District Station,330 N Cane St,Wahiawa,HI,96786,Oahu,Honolulu,21.50248971,-158.0252699
Public Safety,Police Station,Waianae Substation,85-939 Farrington Hwy,Waianae,HI,96792,Oahu,Honolulu,21.4432876,-158.1874973
Public Safety,Police Station,Kailua Substation,219 Kuulei Rd,Kailua,HI,96734,Oahu,Honolulu,21.39625721,-157.739872
Public Safety,Police Station,Kaneohe District Station,45-270 Waikalua Rd,Kaneohe,HI,96744,Oahu,Honolulu,21.41340394,-157.7987522
Public Safety,Police Station,Pearl City District Station,1100 Waimano Home Rd,Pearl City,HI,96782,Oahu,Honolulu,21.3962096,-157.9697177
Public Safety,Police Station,Kalihi District Station,1865 Kamehameha IV Road,Honolulu,HI,96819,Oahu,Honolulu,21.34407759,-157.8706503
Public Safety,Police Station,Chinatown Substation,79 North Hotel Street,Honolulu,HI,96813,Oahu,Honolulu,21.31202996,-157.8627939
Public Safety,Police Station,Waikiki Substation,2425 Kalakaua Avenue,Honolulu,HI,96815,Oahu,Honolulu,21.27597648,-157.8257804
Public Safety,Police Station,Kapolei District Station,1100 Kamokila Boulevard,Kapolei,HI,96707,Oahu,Honolulu,21.33581325,-158.0813684
Public Safety,Police Station,Alapai Police Headquarters,801 South Beretania St.,Honolulu,HI,96813,Oahu,Honolulu,21.30396207,-157.8515073
Public Safety,Fire Station,Kawailani Fire Station,411 W Kawailani St,Hilo,HI,96720,Hawaii,Hawaii,19.68367733,-155.0794865
Public Safety,Fire Station,Central Fire Station,466 Kinoole St,Hilo,HI,96720,Hawaii,Hawaii,19.72031217,-155.0861915
Public Safety,Fire Station,Waimea Fire Station,67 Kamamalu St,Waimea,HI,96743,Hawaii,Hawaii,20.02313125,-155.6612085
Public Safety,Fire Station,North Kohala Fire Station,54-3900 Akoni Pule Hwy,Kapaau,HI,96755,Hawaii,Hawaii,20.22999262,-155.7983334
Public Safety,Fire Station,Keauhou Fire Station,78-7159 Puuloa Rd,Kailua-Kona,HI,96740,Hawaii,Hawaii,19.56053353,-155.9404876
Public Safety,Fire Station,Pahoa Fire Station,152605 HI-130,Pahoa,HI,96778,Hawaii,Hawaii,19.50933138,-154.9583575
Public Safety,Fire Station,Captain Cook Fire Station,82-6120 Mamalahoa Hwy,Captain Cook,HI,96704,Hawaii,Hawaii,19.48849206,-155.9090099
Public Safety,Fire Station,Waikoloa Fire Station,68-1771 Pua Melia St,Waikoloa Village,HI,96738,Hawaii,Hawaii,19.92491138,-155.7938788
Public Safety,Fire Station,Honokaa Fire Station,45-3362 Mamane St,Honokaa,HI,96727,Hawaii,Hawaii,20.07721235,-155.4625462
Public Safety,Fire Station,Keaau Fire Station,16-579 Old Volcano Rd,Keaau,HI,96749,Hawaii,Hawaii,19.62093131,-155.0401036
Public Safety,Fire Station,Waiakea Fire Station,95 Keaa St,Hilo,HI,96720,Hawaii,Hawaii,19.72411426,-155.0584834
Public Safety,Fire Station,Kaumana Fire Station,310 Kaumana Dr,Hilo,HI,96720,Hawaii,Hawaii,19.71079738,-155.1089751
Public Safety,Fire Station,South Kohala Fire Station,68-4550 Queen Kaahumanu Hwy,Waimea,HI,96743,Hawaii,Hawaii,19.94675118,-155.8338739
Public Safety,Fire Station,Hawaiian Paradise Park Fire Station,15-1575 Paradise Dr,Keaau,HI,96749,Hawaii,Hawaii,19.57428132,-154.97412
Public Safety,Fire Station,Kailua Fire Station,74-5537 Palani Rd,Kailua-Kona,HI,96740,Hawaii,Hawaii,19.6473463,-155.9924114
Public Safety,Fire Station,Hawaiian Ocean View Fire Station,92-6093 Orchid Mauka Circle,Ocean View,HI,96737,Hawaii,Hawaii,19.11748319,-155.7783497
Public Safety,Fire Station,Pahala Fire Station,96-1149 Kamani St,Pahala,HI,96777,Hawaii,Hawaii,19.20092749,-155.4731101
Public Safety,Fire Station,Volcano Fire Station,99252 Crater Rim Drive,Volcano,HI,96785,Hawaii,Hawaii,19.43397749,-155.2759785
Public Safety,Fire Station,Laupahoehoe Fire Station,36-2285 Old Mamalahoa Hwy,Laupahoehoe,HI,96764,Hawaii,Hawaii,19.98300746,-155.2328435
Public Safety,Fire Station,Fire Department Maintenance Shop,95 Keaa St,Hilo,HI,96720,Hawaii,Hawaii,19.72385077,-155.0582469
Public Safety,Fire Station,Fire Warehouse and Dispatch Center,466 Kinoole St,Hilo,HI,96720,Hawaii,Hawaii,19.71994587,-155.0864798
Public Safety,Fire Station,Makalei Fire Station,72-4077 Mamalahoa Hwy,Kailua-Kona,HI,96740,Hawaii,Hawaii,19.73343633,-155.9773044
Public Safety,Fire Station,Naalehu Medic 11,95-5656 Hawaii Belt Rd,Naalehu,HI,96772,Hawaii,Hawaii,19.06131386,-155.5868486
Public Safety,Fire Station,HANALEI FIRE STATION,5-4390 Kuhio Hwy,Hanalei,HI,96714,Kauai,Kauai,22.21226844,-159.4790025
Public Safety,Fire Station,KOLOA FIRE STATION,2810 Poipu Rd,Koloa,HI,96756,Kauai,Kauai,21.88374288,-159.4674399
Public Safety,Fire Station,WAIMEA FIRE STATION,9835 Kaumualii Hwy,Waimea,HI,96796,Kauai,Kauai,21.95548661,-159.6682036
Public Safety,Fire Station,LIHUE FIRE STATION,4223 Rice St,Lihue,HI,96766,Kauai,Kauai,21.97137547,-159.3638646
Public Safety,Fire Station,KAPAA FIRE STATION,4-757 Kuhio Hwy,Kapaa,HI,96746,Kauai,Kauai,22.06036951,-159.3222518
Public Safety,Fire Station,HANAPEPE FIRE STATION,1-3787 Kaumualii Hwy,Hanapepe,HI,96716,Kauai,Kauai,21.90949193,-159.5883492
Public Safety,Fire Station,KALAHEO FIRE STATION,2-2480 Kaumualii Hwy,Kalaheo,HI,96741,Kauai,Kauai,21.92525673,-159.5262553
Public Safety,Fire Station,KAIAKEA FIRE STATION,4-1881 Kuiho Hwy,Kapaa,HI,96746,Kauai,Kauai,22.08720235,-159.3092206
Public Safety,Fire Station,Laupahoehoe - Volunteer,,,HI,,Hawaii,Hawaii,19.98288942,-155.2328908
Public Safety,Fire Station,Kalaoa Mauka - Volunteer,,,HI,,Hawaii,Hawaii,19.70756303,-155.9731129
Public Safety,Fire Station,Kohala Ranch - Volunteer,,,HI,,Hawaii,Hawaii,20.08268215,-155.832626
Public Safety,Fire Station,Kona Paradise Subdivision - Volunteer,,,HI,,Hawaii,Hawaii,19.31496989,-155.8786157
Public Safety,Fire Station,Milolii - Volunteer,,,HI,,Hawaii,Hawaii,19.18983729,-155.9052955
Public Safety,Fire Station,Hawaiian Beaches - Volunteer,,,HI,,Hawaii,Hawaii,19.54740172,-154.9016021
Public Safety,Fire Station,Waa Waa - Volunteer,,,HI,,Hawaii,Hawaii,19.54294862,-154.8578435
Public Safety,Fire Station,Waikoloa Village - Volunteer,,,HI,,Hawaii,Hawaii,19.92631517,-155.7874828
Public Safety,Fire Station,Kona Village - Volunteer,,,HI,,Hawaii,Hawaii,19.83047198,-155.9824138
Public Safety,Fire Station,Discovery Harbour - Volunteer,,,HI,,Hawaii,Hawaii,19.04040793,-155.635322
Public Safety,Fire Station,Volcano Village - Volunteer,,,HI,,Hawaii,Hawaii,19.4344652,-155.2305676
Public Safety,Fire Station,Ocean View - Volunteer,,,HI,,Hawaii,Hawaii,19.11747561,-155.7783003
Public Safety,Fire Station,Pepeekeo - Volunteer,,,HI,,Hawaii,Hawaii,19.83518871,-155.1049433
Public Safety,Fire Station,Fern Forest - Volunteer,,,HI,,Hawaii,Hawaii,19.45919794,-155.129874
Public Safety,Fire Station,Hawaiian Acres - Volunteer,,,HI,,Hawaii,Hawaii,19.55652974,-155.0498386
Public Safety,Fire Station,Fern Acres - Volunteer,,,HI,,Hawaii,Hawaii,19.5389585,-155.0921294
Public Safety,Fire Station,Four Seasons - Volunteer,,,HI,,Hawaii,Hawaii,19.82680655,-155.9909765
Public Safety,Fire Station,Hawaiian Paradise Park - Volunteer,,,HI,,Hawaii,Hawaii,19.57410812,-154.9742633
Public Safety,Fire Station,Kulani - Volunteer,,,HI,,Hawaii,Hawaii,19.5491161,-155.30091
Public Safety,Fire Station,Waikii - Volunteer,,,HI,,Hawaii,Hawaii,19.85574419,-155.6541663
Public Safety,Fire Station,Naalehu - Volunteer,,,HI,,Hawaii,Hawaii,19.06250712,-155.5868727
Public Safety,Fire Station,Pahala - Volunteer,,,HI,,Hawaii,Hawaii,19.20088958,-155.4733339
Public Safety,Fire Station,Kaupulehu - Volunteer,,,HI,,Hawaii,Hawaii,19.64934052,-155.9881619
Public Safety,Fire Station,Kahuku,56-460 Kamehameha Hwy,Kahuku,HI,96731,Oahu,Honolulu,21.67471551,-157.9461727
Public Safety,Fire Station,Sunset,59-719 Kamehameha Hwy,Haleiwa,HI,96712,Oahu,Honolulu,21.64853984,-158.0626703
Public Safety,Fire Station,Waialua,66-420 Haleiwa Rd,Haleiwa,HI,96712,Oahu,Honolulu,21.58652453,-158.111864
Public Safety,Fire Station,Hauula,54-064 Kamehameha Hwy,Hauula,HI,96717,Oahu,Honolulu,21.60805173,-157.9090749
Public Safety,Fire Station,Kaaawa,51-518 Kamehameha Hwy,Kaaawa,HI,96730,Oahu,Honolulu,21.55666298,-157.8547442
Public Safety,Fire Station,Wahiawa,640 California Ave,Wahiawa,HI,96786,Oahu,Honolulu,21.49720185,-158.0279078
Public Safety,Fire Station,Waianae,85-645 Farrington Hwy,Waianae,HI,96792,Oahu,Honolulu,21.4499859,-158.1917316
Public Safety,Fire Station,Kahaluu,47-304 Waihee Rd,Kaneohe,HI,96744,Oahu,Honolulu,21.45736758,-157.8467605
Public Safety,Fire Station,Mililani,95-269 Kipapa Dr,Mililani,HI,96789,Oahu,Honolulu,21.45692967,-158.0155858
Public Safety,Fire Station,Aikahi,45 Kaneohe Bay Dr,Kailua,HI,96734,Oahu,Honolulu,21.4238455,-157.7495421
Public Safety,Fire Station,Kailua,211 Kuulei Rd,Kailua,HI,96734,Oahu,Honolulu,21.39667707,-157.7393514
Public Safety,Fire Station,Olomana,42 Kalanianaole Hwy,Kailua,HI,96734,Oahu,Honolulu,21.37749537,-157.750491
Public Safety,Fire Station,Kaneohe (Hq.),45-910 Kamehameha Hwy,Kaneohe,HI,96744,Oahu,Honolulu,21.41360866,-157.80049
Public Safety,Fire Station,Nanakuli,89-334 Nanakuli Ave,Waianae,HI,96792,Oahu,Honolulu,21.38169615,-158.1397655
Public Safety,Fire Station,Waiau,98-1109 Komo Mai Dr,Pearl City,HI,96782,Oahu,Honolulu,21.40168537,-157.9511512
Public Safety,Fire Station,Aiea,98-1225 Ulune St,Aiea,HI,96701,Oahu,Honolulu,21.38436334,-157.9315262
Public Safety,Fire Station,Waipahu,94-121 Leonui St,Waipahu,HI,96797,Oahu,Honolulu,21.37667325,-158.0223365
Public Safety,Fire Station,Pearl City,880 1st St,Pearl City,HI,96782,Oahu,Honolulu,21.39023404,-157.9713958
Public Safety,Fire Station,Waimanalo,41 Kalanianaole Hwy,Waimanalo,HI,96795,Oahu,Honolulu,21.34741942,-157.7151632
Public Safety,Fire Station,Manoa,2850 E Manoa Rd,Honolulu,HI,96822,Oahu,Honolulu,21.309762,-157.8107905
Public Safety,Fire Station,Kalihi Uka,1861 Kamehameha IV Rd,Honolulu,HI,96819,Oahu,Honolulu,21.34407759,-157.8706503
Public Safety,Fire Station,Kalihi,1742 N King St,Honolulu,HI,96819,Oahu,Honolulu,21.33160807,-157.8757473
Public Safety,Fire Station,Nuuanu,115 Wyllie St,Honolulu,HI,96817,Oahu,Honolulu,21.32816071,-157.8467277
Public Safety,Fire Station,Kuakini,601 N Kuakini St,Honolulu,HI,96817,Oahu,Honolulu,21.32428277,-157.8583335
Public Safety,Fire Station,Kalihi Kai,1334 N Nimitz Hwy,Honolulu,HI,96817,Oahu,Honolulu,21.32163121,-157.8785882
Public Safety,Fire Station,Central (Hq.),104 S Beretania St,Honolulu,HI,96813,Oahu,Honolulu,21.31127444,-157.8589294
Public Safety,Fire Station,Waterfront,71 N Nimitz Hwy,Honolulu,HI,96813,Oahu,Honolulu,21.31121212,-157.8651739
Public Safety,Fire Station,Makakilo,92-885 Makakilo Dr,Kapolei,HI,96707,Oahu,Honolulu,21.3545414,-158.0864911
Public Safety,Fire Station,Kapolei (Hq.),107 Uu Pl,Kapolei,HI,96707,Oahu,Honolulu,21.32435143,-158.0905791
Public Safety,Fire Station,Moanalua,2835 Ala Ilima St,Honolulu,HI,96818,Oahu,Honolulu,21.34508626,-157.9007682
Public Safety,Fire Station,Mokulele,800-860 Valkenburgh St,Honolulu,HI,96818,Oahu,Honolulu,21.33994463,-157.9321507
Public Safety,Fire Station,Airport,112 Nakolo Pl,Honolulu,HI,96819,Oahu,Honolulu,21.31951686,-157.9123922
Public Safety,Fire Station,Ewa Beach,91-995 Kaileolea Dr,Ewa Beach,HI,96706,Oahu,Honolulu,21.32169809,-158.0195656
Public Safety,Fire Station,Hawaii Kai,515 Lunalilo Home Rd,Honolulu,HI,96825,Oahu,Honolulu,21.28627212,-157.6971924
Public Safety,Fire Station,Wailupe,5046 Kalanianaole Hwy,Honolulu,HI,96821,Oahu,Honolulu,21.27706016,-157.7597864
Public Safety,Fire Station,Palolo,3401 Kiwila St,Honolulu,HI,96816,Oahu,Honolulu,21.29979336,-157.7949023
Public Safety,Fire Station,McCully,2425 Date St,Honolulu,HI,96826,Oahu,Honolulu,21.28822765,-157.8248736
Public Safety,Fire Station,Kaimuki,971 Koko Head Ave,Honolulu,HI,96816,Oahu,Honolulu,21.27832404,-157.7995692
Public Safety,Fire Station,Waikiki (Hq.),381 Kapahulu Ave,Honolulu,HI,96815,Oahu,Honolulu,21.27288145,-157.8163219
Public Safety,Fire Station,Makiki,1202 Wilder Ave,Honolulu,HI,96822,Oahu,Honolulu,21.30679765,-157.8390092
Public Safety,Fire Station,Kakaako,555 Queen St,Honolulu,HI,96813,Oahu,Honolulu,21.30282597,-157.8590708
Public Safety,Fire Station,Pawaa,1610 Makaloa St,Honolulu,HI,96814,Oahu,Honolulu,21.29271254,-157.8392274
Public Safety,Fire Station,Mililani Mauka (Hq.),95-1990 Meheula Pkwy,Mililani,HI,96789,Oahu,Honolulu,21.47144275,-157.9995528
Public Safety,Fire Station,Waikele,94-840 Lumiaina Pl,Waipahu,HI,96797,Oahu,Honolulu,21.40042822,-158.0049196
Public Safety,Fire Station,E1 - Wailuku Fire Station,21 Kinipopo St,Wailuku,HI,96793,Maui,Maui,20.88769387,-156.499359
Public Safety,Fire Station,E2 - Paia Fire Station,179 Hana Hwy,Paia,HI,96779,Maui,Maui,20.91749061,-156.3800658
Public Safety,Fire Station,E3 - Lahaina Fire Station,1860 Honoapiilani Hwy,Lahaina,HI,96761,Maui,Maui,20.90533639,-156.6847467
Public Safety,Fire Station,E4 - Kaunakakai Fire Station,230 Kakalahale St,Kaunakakai,HI,96748,Molokai,Maui,21.08902853,-157.0098359
Public Safety,Fire Station,E5 - Makawao Fire Station,134 Makawao Ave,Makawao,HI,96768,Maui,Maui,20.83577238,-156.3306309
Public Safety,Fire Station,E6 - Kihei Fire Station,11 Waimahaihai St,Kihei,HI,96753,Maui,Maui,20.73475814,-156.4533806
Public Safety,Fire Station,E7 - Hana Fire Station,4655 Hana Hwy,Hana,HI,96713,Maui,Maui,20.76192405,-155.9931971
Public Safety,Fire Station,E8 - Lanai Fire Station,1345 Fraser Ave,Lanai City,HI,96763,Lanai,Maui,20.8186061,-156.9186904
Public Safety,Fire Station,E9 - Hoolehua Fire Station,2190 Farrington Ave,Hoolehua,HI,96729,Molokai,Maui,21.16338735,-157.0502805
Public Safety,Fire Station,E10 - Kahului Fire Station,200 Dairy Rd,Kahului,HI,96732,Maui,Maui,20.87956387,-156.4567459
Public Safety,Fire Station,E11 - Napili Fire Station,4950 Hanawai St,Lahaina,HI,96761,Maui,Maui,20.98483953,-156.668093
Public Safety,Fire Station,E12 - Pukoo Fire Station,8735 E Kamehameha V Hwy,Kaunakakai,HI,96748,Molokai,Maui,21.07279662,-156.7963326
Public Safety,Fire Station,E13 - Kula Fire Station,50 Calasa Rd,Kula,HI,96790,Maui,Maui,20.75792366,-156.3292235
Public Safety,Fire Station,E14 - Wailea Fire Station,300 Kilohana Dr,Kihei,HI,96753,Maui,Maui,20.70608882,-156.4368932
Public Safety,Jail,Hawaii Community Correctional Center,60 Punahele Street,Hilo,HI,96720,Hawaii,Hawaii,19.71878,-155.09899
Public Safety,Jail,Kauai Community Correctional Center,3-5351 Kuhio Highway,Lihue,HI,96766,Kauai,Kauai,22.02575,-159.34293
Public Safety,Jail,Maui Community Correctional Center,600 Waiale Drive,Wailuku,HI,96793,Maui,Maui,20.87699,-156.49874
Public Safety,Jail,Oahu Community Correctional Center,2199 Kamehameha Highway,Honolulu,HI,96819,Oahu,Honolulu,21.32992,-157.88429
Public Safety,Prison,Halawa Correctional Facility,99-902 Moanalua Road,Aiea,HI,96701,Oahu,Honolulu,21.37341,-157.89929
Public Safety,Prison,Waiawa Correctional Facility,94-560 Kamehameha Highway,Waipahu,HI,96797,Oahu,Honolulu,21.42728,-158.01109
Public Safety,Prison,Kulani Correctional Facility,HC01 Stainback Hwy,Hilo,HI,96720,Hawaii,Hawaii,19.548636,-155.301407
Public Safety,Prison,Women's Community Correctional Center,42-477 Kalanianaole Highway,Kailua,HI,96734,Oahu,Honolulu,21.3775341,-157.7488065
Public Safety,Juvenile Detention Center,Hawaii Youth Correctional Facility,42-470 Kalanianaole Highway,Kanehoe,HI,96734,Oahu,Honolulu,21.37421014,-157.7518867
Public Safety,Juvenile Detention Center,Hale Hoomalu Juvenile Detention Facility,287 Kamokila Blvd,Kapolei,HI,96707,Oahu,Honolulu,21.32608205,-158.0852189
Public Safety,Inmate Support,Laumaka Work Furlough Center (LWFC),647 Laumaka Street,Honolulu,HI,96819,Oahu,Honolulu,21.33176724,-157.8830149
Food Bank,,The Food Basket - Hilo,40 Holomua St,Hilo,HI,96720,Hawaii,Hawaii,19.70456209,-155.0665309
Food Bank,,The Food Basket - Kona,73-4161 Ulu Wini Place,Kailua-Kona,HI,96740,Hawaii,Hawaii,19.68924048,-156.0114311
Food Bank,,Hawaii Foodbank - Oahu,2611 Kilihau St,Honolulu,HI,96819,Oahu,Honolulu,21.33632075,-157.8943229
Food Bank,,Hawaii Foodbank - Kauai,4241 Hanahao Pl Suite 101,Lihue,HI,96766,Kauai,Kauai,21.96157874,-159.3936558
Food Bank,,Hawaii Foodbank - Maui,760 Kolu Street,Wailuku,HI,96793,Maui,Maui,20.90478635,-156.4865667
